Student_ID,Math,Science,English,Arts,Computer,Social_Studies,PE,Interest,Strength,Recommended_Career,Subjects_Needed
4426,64,77,68,88,88,77,90,History,PE,Fitness Entrepreneur,"PE, Business Studies"
4427,57,74,76,83,81,69,61,Healthcare,Arts,Animator,"Arts, Computer"
4428,56,62,78,55,82,51,99,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
4429,98,75,91,60,54,86,90,Healthcare,Math,Blockchain Developer,"Computer, Math"
4430,90,65,60,84,89,69,75,Writing,Math,Game Developer,"Computer, Math"
4431,77,64,65,87,56,79,88,Robotics,PE,Sports Physiotherapist,"PE, Biology"
4432,94,79,95,76,62,72,66,Robotics,English,Public Relations Manager,"English, Social Studies"
4433,100,72,76,77,76,72,90,History,Math,Software Developer,"Computer, Math"
4434,64,52,52,76,75,79,59,Writing,Social,Sociologist,Social Studies
4435,97,94,63,62,91,75,73,Nature,Math,Cybersecurity Analyst,"Computer, Math"
4436,90,61,73,73,89,100,94,Nature,Social,Sociologist,Social Studies
4437,96,92,58,65,98,57,100,Painting,PE,Fitness Entrepreneur,"PE, Business Studies"
4438,77,74,62,82,52,86,56,Nature,Social,Historian,"History, Social Studies"
4439,84,71,51,82,57,57,79,History,Math,Cybersecurity Analyst,"Computer, Math"
4440,86,89,68,65,86,66,65,Teaching,Science,Cybersecurity Analyst,"Computer, Math"
4441,66,66,56,88,95,65,53,Teaching,Computer,Cybersecurity Analyst,"Computer, Math"
4442,95,64,97,56,97,98,99,Finance,PE,Athlete,"PE, Biology"
4443,54,91,100,88,84,75,99,Finance,English,Content Creator,English
4444,59,95,85,57,84,87,62,History,Science,Software Developer,"Computer, Math"
4445,74,50,86,52,80,100,54,Healthcare,Social,Sociologist,Social Studies
4446,57,75,84,61,59,95,88,Robotics,Social,Historian,"History, Social Studies"
4447,81,78,77,100,63,76,82,Leadership,Arts,Graphic Designer,"Arts, Computer"
4448,84,50,69,99,68,52,78,Nature,Arts,Fashion Designer,Arts
4449,75,50,98,100,93,82,88,Coding,Arts,Interior Designer,"Arts, Math"
4450,69,66,56,56,85,74,74,Leadership,Computer,Software Developer,"Computer, Math"
4451,85,86,75,58,71,63,50,Event Management,Science,Software Developer,"Computer, Math"
4452,74,84,85,82,77,94,96,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
4453,92,90,51,68,60,56,67,Event Management,Math,Software Developer,"Computer, Math"
4454,95,75,84,93,61,67,60,Coding,Math,Engineer,"Math, Computer, Science"
4455,91,85,79,96,69,100,79,Finance,Social,Sociologist,Social Studies
4456,66,87,89,64,84,89,93,Event Management,PE,Sports Physiotherapist,"PE, Biology"
4457,91,93,62,71,89,94,85,Coding,Social,Historian,"History, Social Studies"
4458,54,54,52,64,62,58,59,Sports,Arts,Graphic Designer,"Arts, Computer"
4459,81,59,84,79,87,73,57,Event Management,Computer,Game Developer,"Computer, Math"
4460,98,94,54,74,86,62,86,Sports,Math,Blockchain Developer,"Computer, Math"
4461,50,53,76,56,57,86,98,Nature,PE,Coach,"PE, Biology"
4462,72,64,76,68,53,52,95,Robotics,PE,Athlete,"PE, Biology"
4463,88,97,50,87,57,76,83,Healthcare,Science,Software Developer,"Computer, Math"
4464,89,70,91,51,85,62,62,Event Management,English,Content Creator,English
4465,93,98,92,61,95,61,63,Event Management,Science,Cybersecurity Analyst,"Computer, Math"
4466,93,52,82,82,50,78,67,Writing,Math,Cybersecurity Analyst,"Computer, Math"
4467,69,79,70,59,53,63,99,Nature,PE,Athlete,"PE, Biology"
4468,80,72,81,85,63,51,76,Leadership,Arts,Graphic Designer,"Arts, Computer"
4469,60,66,54,83,51,87,71,History,Social,Political Scientist,"History, Social Studies"
4470,87,95,63,81,83,51,73,Leadership,Science,Blockchain Developer,"Computer, Math"
4471,88,67,93,74,100,53,97,Coding,Computer,Astronomer,"Math, Science"
4472,91,91,52,69,94,53,64,Robotics,Computer,Doctor,"Biology, Science"
4473,78,70,82,88,80,50,54,History,Arts,Graphic Designer,"Arts, Computer"
4474,52,79,85,68,98,85,84,Writing,Computer,Software Developer,"Computer, Math"
4475,51,86,90,63,56,77,87,Robotics,English,Digital Marketer,"English, Business Studies"
4476,78,75,64,92,78,79,51,Writing,Arts,Graphic Designer,"Arts, Computer"
4477,92,74,64,58,86,80,55,Coding,Math,Doctor,"Biology, Science"
4478,88,71,90,92,62,96,99,Painting,PE,Coach,"PE, Biology"
4479,81,100,82,93,70,90,56,Sports,Science,Cybersecurity Analyst,"Computer, Math"
4480,87,81,95,73,82,58,93,Nature,English,Digital Marketer,"English, Business Studies"
4481,70,93,85,53,50,62,56,Nature,Science,Game Developer,"Computer, Math"
4482,87,77,58,80,53,73,92,Robotics,PE,Coach,"PE, Biology"
4483,62,86,97,92,70,95,71,Event Management,English,Journalist,"English, Social Studies"
4484,94,80,57,51,63,86,73,Robotics,Math,Engineer,"Math, Computer, Science"
4485,79,94,71,97,91,75,91,Leadership,Arts,Graphic Designer,"Arts, Computer"
4486,100,86,86,61,51,87,65,Event Management,Math,Blockchain Developer,"Computer, Math"
4487,92,92,98,76,94,81,88,Painting,English,Public Relations Manager,"English, Social Studies"
4488,76,70,75,50,68,100,62,Finance,Social,Political Scientist,"History, Social Studies"
4489,95,73,83,83,69,78,65,Teaching,Math,Cybersecurity Analyst,"Computer, Math"
4490,78,88,62,71,52,91,87,Leadership,Social,Sociologist,Social Studies
4491,55,100,80,51,75,68,70,Coding,Science,Doctor,"Biology, Science"
4492,93,68,71,87,78,77,83,Coding,Math,Doctor,"Biology, Science"
4493,56,83,91,86,88,78,71,Coding,English,Content Creator,English
4494,81,56,86,68,85,52,61,Nature,English,Content Creator,English
4495,79,76,82,75,50,54,50,Painting,English,Content Creator,English
4496,60,77,61,96,91,80,68,Event Management,Arts,Animator,"Arts, Computer"
4497,74,58,64,87,66,83,86,Leadership,Arts,Graphic Designer,"Arts, Computer"
4498,67,61,77,99,59,76,65,Event Management,Arts,Graphic Designer,"Arts, Computer"
4499,87,73,74,79,60,96,51,Coding,Social,Counselor,"Social Studies, Biology"
4500,60,53,60,94,54,64,76,Finance,Arts,Fashion Designer,Arts
4501,55,81,69,76,51,71,94,Sports,PE,Athlete,"PE, Biology"
4502,77,78,86,58,52,89,55,Sports,Social,Sociologist,Social Studies
4503,77,94,68,63,93,79,60,History,Science,Game Developer,"Computer, Math"
4504,79,54,100,70,81,66,68,Nature,English,Public Relations Manager,"English, Social Studies"
4505,57,67,62,94,95,64,69,Teaching,Computer,Game Developer,"Computer, Math"
4506,85,83,53,52,68,55,63,Writing,Math,Game Developer,"Computer, Math"
4507,62,73,99,65,50,79,60,Writing,English,Journalist,"English, Social Studies"
4508,57,85,98,66,65,55,96,History,English,Digital Marketer,"English, Business Studies"
4509,56,67,65,73,86,70,80,Nature,Computer,Cybersecurity Analyst,"Computer, Math"
4510,73,91,55,97,99,56,75,Leadership,Computer,Cybersecurity Analyst,"Computer, Math"
4511,96,53,50,89,70,66,95,Leadership,Math,Game Developer,"Computer, Math"
4512,55,53,82,72,73,90,59,Nature,Social,Political Scientist,"History, Social Studies"
4513,57,72,52,75,62,83,85,Teaching,PE,Sports Physiotherapist,"PE, Biology"
4514,54,77,56,64,85,53,74,Robotics,Computer,Astronomer,"Math, Science"
4515,95,92,63,82,72,89,50,Teaching,Math,Cybersecurity Analyst,"Computer, Math"
4516,50,73,91,60,84,84,50,Robotics,English,Content Creator,English
4517,69,60,92,76,98,71,60,Teaching,Computer,Software Developer,"Computer, Math"
4518,90,58,98,89,54,97,53,Teaching,English,Public Relations Manager,"English, Social Studies"
4519,73,91,89,54,54,60,67,Robotics,Science,Doctor,"Biology, Science"
4520,96,84,85,100,97,51,100,Sports,Arts,Fashion Designer,Arts
4521,76,50,79,96,86,90,50,Painting,Arts,Animator,"Arts, Computer"
4522,74,77,87,81,77,70,64,Finance,English,Content Creator,English
4523,51,71,51,81,68,93,62,Painting,Social,Sociologist,Social Studies
4524,81,69,80,85,50,94,82,Coding,Social,Political Scientist,"History, Social Studies"
4525,73,71,80,98,82,73,66,Sports,Arts,Animator,"Arts, Computer"
4526,81,61,51,65,92,63,94,Painting,PE,Fitness Entrepreneur,"PE, Business Studies"
4527,78,97,77,71,50,83,99,Teaching,PE,Sports Physiotherapist,"PE, Biology"
4528,88,87,60,95,80,82,71,Event Management,Arts,Fashion Designer,Arts
4529,64,91,84,77,53,82,86,Writing,Science,Cybersecurity Analyst,"Computer, Math"
4530,97,53,90,62,67,90,86,Healthcare,Math,Cybersecurity Analyst,"Computer, Math"
4531,100,76,83,73,98,69,62,Painting,Math,Game Developer,"Computer, Math"
4532,69,59,51,90,82,99,89,Teaching,Social,Political Scientist,"History, Social Studies"
4533,95,71,94,60,87,72,64,Leadership,Math,Software Developer,"Computer, Math"
4534,78,73,81,70,69,70,76,History,English,Journalist,"English, Social Studies"
4535,96,72,88,97,96,58,59,Finance,Arts,Interior Designer,"Arts, Math"
4536,99,65,81,88,100,66,56,Healthcare,Computer,Blockchain Developer,"Computer, Math"
4537,53,83,53,55,86,94,92,Writing,Social,Political Scientist,"History, Social Studies"
4538,81,70,71,75,75,80,83,Writing,PE,Sports Physiotherapist,"PE, Biology"
4539,61,80,70,57,56,73,88,Robotics,PE,Coach,"PE, Biology"
4540,50,90,97,81,81,51,91,Healthcare,English,Content Creator,English
4541,50,89,79,86,99,57,72,Painting,Computer,Blockchain Developer,"Computer, Math"
4542,61,76,64,51,97,61,61,Finance,Computer,Software Developer,"Computer, Math"
4543,70,68,97,57,84,77,55,Event Management,English,Digital Marketer,"English, Business Studies"
4544,61,66,98,77,90,57,89,History,English,Digital Marketer,"English, Business Studies"
4545,64,70,54,68,93,60,100,Writing,PE,Coach,"PE, Biology"
4546,77,58,71,88,81,90,76,Healthcare,Social,Historian,"History, Social Studies"
4547,69,57,80,64,60,63,64,Event Management,English,Content Creator,English
4548,87,67,62,77,72,82,89,Writing,PE,Coach,"PE, Biology"
4549,72,97,66,85,57,51,82,Leadership,Science,Software Developer,"Computer, Math"
4550,64,60,52,83,90,69,71,Healthcare,Computer,Game Developer,"Computer, Math"
4551,60,66,59,87,76,52,66,Leadership,Arts,Interior Designer,"Arts, Math"
4552,91,64,55,86,81,96,87,Healthcare,Social,Historian,"History, Social Studies"
4553,73,88,95,83,83,95,99,Writing,PE,Coach,"PE, Biology"
4554,50,88,52,77,51,95,71,Nature,Social,Sociologist,Social Studies
4555,98,51,54,58,54,82,51,Coding,Math,Doctor,"Biology, Science"
4556,97,57,78,79,89,81,88,Healthcare,Math,Blockchain Developer,"Computer, Math"
4557,69,69,71,89,55,53,74,Finance,Arts,Interior Designer,"Arts, Math"
4558,71,58,63,80,91,91,71,Writing,Computer,Software Developer,"Computer, Math"
4559,77,59,86,63,80,89,79,Healthcare,Social,Political Scientist,"History, Social Studies"
4560,73,89,99,90,64,92,54,Coding,English,Digital Marketer,"English, Business Studies"
4561,80,95,97,56,50,61,54,Sports,English,Public Relations Manager,"English, Social Studies"
4562,62,73,99,92,60,72,69,Nature,English,Public Relations Manager,"English, Social Studies"
4563,50,52,50,96,58,72,56,Healthcare,Arts,Graphic Designer,"Arts, Computer"
4564,54,56,97,93,65,95,70,Painting,English,Digital Marketer,"English, Business Studies"
4565,56,64,68,54,65,98,98,Nature,Social,Sociologist,Social Studies
4566,97,57,53,100,55,63,83,Nature,Arts,Animator,"Arts, Computer"
4567,68,56,72,64,87,95,91,Painting,Social,Sociologist,Social Studies
4568,58,91,58,82,96,51,79,Nature,Computer,Game Developer,"Computer, Math"
4569,95,56,63,83,63,99,80,Sports,Social,Historian,"History, Social Studies"
4570,86,52,96,51,80,98,70,Coding,Social,Counselor,"Social Studies, Biology"
4571,66,84,55,80,66,90,70,Event Management,Social,Sociologist,Social Studies
4572,71,60,56,90,57,73,81,Sports,Arts,Fashion Designer,Arts
4573,83,61,86,57,55,82,59,Sports,English,Content Creator,English
4574,91,69,68,60,68,96,78,Finance,Social,Historian,"History, Social Studies"
4575,98,77,91,71,78,72,70,History,Math,Software Developer,"Computer, Math"
4576,82,76,56,87,61,90,89,Nature,Social,Historian,"History, Social Studies"
4577,84,89,78,65,53,82,60,Robotics,Science,Astronomer,"Math, Science"
4578,70,77,69,56,86,73,73,Teaching,Computer,Game Developer,"Computer, Math"
4579,75,81,75,93,57,72,61,Coding,Arts,Graphic Designer,"Arts, Computer"
4580,88,93,90,67,77,96,61,Teaching,Social,Historian,"History, Social Studies"
4581,99,99,75,72,66,73,87,Writing,Math,Blockchain Developer,"Computer, Math"
4582,78,86,79,54,74,66,82,Sports,Science,Software Developer,"Computer, Math"
4583,52,66,53,50,92,99,82,Leadership,Social,Historian,"History, Social Studies"
4584,90,71,74,80,56,56,86,Leadership,Math,Game Developer,"Computer, Math"
4585,75,58,88,54,99,68,83,Event Management,Computer,Blockchain Developer,"Computer, Math"
4586,53,76,68,63,72,80,50,Sports,Social,Political Scientist,"History, Social Studies"
4587,67,86,65,50,77,77,76,History,Science,Cybersecurity Analyst,"Computer, Math"
4588,72,91,55,67,99,78,70,Event Management,Computer,Software Developer,"Computer, Math"
4589,86,51,54,62,100,59,93,Finance,Computer,Cybersecurity Analyst,"Computer, Math"
4590,81,89,78,81,59,84,80,Painting,Science,Blockchain Developer,"Computer, Math"
4591,98,90,62,76,54,77,87,Writing,Math,Cybersecurity Analyst,"Computer, Math"
4592,62,92,78,96,98,99,54,Teaching,Social,Counselor,"Social Studies, Biology"
4593,84,66,94,84,63,64,60,Teaching,English,Digital Marketer,"English, Business Studies"
4594,94,63,86,55,77,64,54,Healthcare,Math,Game Developer,"Computer, Math"
4595,55,98,84,65,79,57,77,History,Science,Game Developer,"Computer, Math"
4596,74,97,68,84,64,82,64,Leadership,Science,Cybersecurity Analyst,"Computer, Math"
4597,54,70,56,53,86,60,55,Painting,Computer,Game Developer,"Computer, Math"
4598,75,51,74,84,80,71,79,Sports,Arts,Interior Designer,"Arts, Math"
4599,81,69,82,61,70,58,63,History,English,Content Creator,English
4600,54,89,51,66,99,60,76,Healthcare,Computer,Software Developer,"Computer, Math"
4601,54,77,66,100,55,94,62,History,Arts,Interior Designer,"Arts, Math"
4602,65,66,86,73,70,72,71,Nature,English,Digital Marketer,"English, Business Studies"
4603,70,93,78,79,63,62,88,Nature,Science,Blockchain Developer,"Computer, Math"
4604,78,63,74,80,60,75,91,Teaching,PE,Coach,"PE, Biology"
4605,95,91,62,55,53,59,53,Teaching,Math,Blockchain Developer,"Computer, Math"
4606,74,98,87,65,91,63,75,Sports,Science,Game Developer,"Computer, Math"
4607,94,58,76,84,52,55,60,Healthcare,Math,Software Developer,"Computer, Math"
4608,86,79,84,52,85,89,94,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
4609,71,91,92,99,62,69,75,Leadership,Arts,Fashion Designer,Arts
4610,60,66,51,59,76,81,95,Teaching,PE,Fitness Entrepreneur,"PE, Business Studies"
4611,83,95,89,98,89,96,90,Robotics,Arts,Graphic Designer,"Arts, Computer"
4612,55,92,93,58,64,65,99,Nature,PE,Fitness Entrepreneur,"PE, Business Studies"
4613,61,60,68,64,67,63,60,Leadership,English,Public Relations Manager,"English, Social Studies"
4614,60,91,93,66,58,92,70,Robotics,English,Content Creator,English
4615,67,54,54,72,74,98,62,Nature,Social,Counselor,"Social Studies, Biology"
4616,75,71,77,71,64,95,88,Event Management,Social,Counselor,"Social Studies, Biology"
4617,69,75,58,84,89,99,98,Painting,Social,Counselor,"Social Studies, Biology"
4618,53,58,65,92,59,80,56,History,Arts,Animator,"Arts, Computer"
4619,97,65,61,52,82,88,86,History,Math,Blockchain Developer,"Computer, Math"
4620,68,63,86,84,54,54,76,Coding,English,Content Creator,English
4621,66,54,55,77,90,86,89,History,Computer,Game Developer,"Computer, Math"
4622,55,93,91,56,86,90,65,Teaching,Science,Game Developer,"Computer, Math"
4623,90,59,89,55,52,84,64,Leadership,Math,Blockchain Developer,"Computer, Math"
4624,51,88,62,71,88,87,95,Healthcare,PE,Fitness Entrepreneur,"PE, Business Studies"
4625,52,50,63,63,59,98,85,History,Social,Counselor,"Social Studies, Biology"
4626,66,99,94,59,74,62,96,Teaching,Science,Cybersecurity Analyst,"Computer, Math"
4627,68,89,91,81,81,76,95,Sports,PE,Fitness Entrepreneur,"PE, Business Studies"
4628,91,90,79,50,91,50,58,Nature,Math,Blockchain Developer,"Computer, Math"
4629,88,57,53,86,93,79,65,Painting,Computer,Game Developer,"Computer, Math"
4630,90,74,77,90,59,96,86,Sports,Social,Historian,"History, Social Studies"
4631,100,60,95,96,70,75,51,Coding,Math,Doctor,"Biology, Science"
4632,65,71,70,90,99,55,71,History,Computer,Cybersecurity Analyst,"Computer, Math"
4633,84,61,54,72,94,98,86,Teaching,Social,Historian,"History, Social Studies"
4634,66,100,60,96,97,75,59,Coding,Science,Astronomer,"Math, Science"
4635,85,63,90,79,67,99,83,History,Social,Counselor,"Social Studies, Biology"
4636,52,63,70,81,82,67,71,History,Computer,Cybersecurity Analyst,"Computer, Math"
4637,78,56,57,92,84,80,54,Leadership,Arts,Fashion Designer,Arts
4638,97,71,95,97,68,71,74,History,Math,Blockchain Developer,"Computer, Math"
4639,65,69,63,86,84,97,55,Robotics,Social,Political Scientist,"History, Social Studies"
4640,87,76,63,99,69,83,70,Teaching,Arts,Fashion Designer,Arts
4641,98,86,81,56,71,77,99,Sports,PE,Athlete,"PE, Biology"
4642,76,97,61,85,59,81,69,Leadership,Science,Cybersecurity Analyst,"Computer, Math"
4643,88,77,85,70,97,63,80,Sports,Computer,Cybersecurity Analyst,"Computer, Math"
4644,52,94,89,52,89,63,63,Event Management,Science,Blockchain Developer,"Computer, Math"
4645,63,98,92,59,83,68,83,Coding,Science,Doctor,"Biology, Science"
4646,100,80,86,54,77,70,97,Healthcare,Math,Software Developer,"Computer, Math"
4647,55,76,51,97,78,95,62,History,Arts,Animator,"Arts, Computer"
4648,52,95,86,88,65,88,53,Painting,Science,Game Developer,"Computer, Math"
4649,79,59,88,95,63,62,74,Coding,Arts,Animator,"Arts, Computer"
4650,85,79,70,75,64,56,57,Painting,Math,Cybersecurity Analyst,"Computer, Math"
4651,76,64,99,51,71,54,73,History,English,Public Relations Manager,"English, Social Studies"
4652,80,100,56,72,92,69,90,Healthcare,Science,Software Developer,"Computer, Math"
4653,75,59,95,70,64,52,58,Painting,English,Journalist,"English, Social Studies"
4654,83,99,51,70,62,96,50,Leadership,Science,Software Developer,"Computer, Math"
4655,82,76,62,80,89,57,68,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
4656,59,74,100,60,71,51,92,Robotics,English,Digital Marketer,"English, Business Studies"
4657,62,95,50,71,50,72,93,Painting,Science,Software Developer,"Computer, Math"
4658,63,62,52,72,68,91,88,Robotics,Social,Counselor,"Social Studies, Biology"
4659,68,87,99,57,53,54,70,Event Management,English,Journalist,"English, Social Studies"
4660,91,61,90,92,99,88,70,Writing,Computer,Game Developer,"Computer, Math"
4661,61,69,74,57,94,87,74,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
4662,78,58,91,69,72,96,92,Coding,Social,Sociologist,Social Studies
4663,53,76,58,72,68,94,95,Teaching,PE,Sports Physiotherapist,"PE, Biology"
4664,79,81,79,92,66,87,61,Teaching,Arts,Graphic Designer,"Arts, Computer"
4665,99,98,86,87,100,64,90,Healthcare,Computer,Blockchain Developer,"Computer, Math"
4666,92,92,71,68,55,54,62,History,Math,Game Developer,"Computer, Math"
4667,54,54,63,58,52,95,82,Finance,Social,Political Scientist,"History, Social Studies"
4668,58,100,66,71,79,71,56,Writing,Science,Game Developer,"Computer, Math"
4669,53,76,58,66,55,86,81,Healthcare,Social,Sociologist,Social Studies
4670,74,88,66,70,69,82,80,Nature,Science,Blockchain Developer,"Computer, Math"
4671,70,93,58,83,72,57,75,History,Science,Blockchain Developer,"Computer, Math"
4672,77,50,70,80,85,92,62,Robotics,Social,Counselor,"Social Studies, Biology"
4673,72,87,85,53,84,63,88,Nature,PE,Sports Physiotherapist,"PE, Biology"
4674,82,79,56,96,60,61,87,Leadership,Arts,Animator,"Arts, Computer"
4675,60,53,83,52,97,56,94,Teaching,Computer,Cybersecurity Analyst,"Computer, Math"
4676,63,51,63,81,86,72,60,Writing,Computer,Blockchain Developer,"Computer, Math"
4677,94,100,89,90,84,91,57,Painting,Science,Cybersecurity Analyst,"Computer, Math"
4678,54,74,58,74,84,84,53,Event Management,Computer,Blockchain Developer,"Computer, Math"
4679,97,99,72,96,66,71,93,Sports,Science,Software Developer,"Computer, Math"
4680,83,95,56,54,76,92,52,Leadership,Science,Blockchain Developer,"Computer, Math"
4681,63,54,97,81,94,64,94,Robotics,English,Public Relations Manager,"English, Social Studies"
4682,70,74,69,73,87,58,71,Coding,Computer,Engineer,"Math, Computer, Science"
4683,81,50,73,88,89,79,95,Writing,PE,Fitness Entrepreneur,"PE, Business Studies"
4684,87,99,97,80,97,84,92,Coding,Science,Scientist,"Math, Science"
4685,74,77,76,69,69,55,88,Healthcare,PE,Coach,"PE, Biology"
4686,89,91,80,69,81,54,52,Robotics,Science,Engineer,"Math, Computer, Science"
4687,62,85,66,95,51,90,74,Writing,Arts,Animator,"Arts, Computer"
4688,51,63,77,73,65,58,81,History,PE,Fitness Entrepreneur,"PE, Business Studies"
4689,82,82,57,92,99,53,72,Event Management,Computer,Game Developer,"Computer, Math"
4690,97,70,83,57,73,54,86,Coding,Math,Scientist,"Math, Science"
4691,69,90,98,74,99,83,54,Finance,Computer,Cybersecurity Analyst,"Computer, Math"
4692,69,99,86,100,78,63,81,Coding,Arts,Fashion Designer,Arts
4693,62,76,86,84,52,93,62,Leadership,Social,Counselor,"Social Studies, Biology"
4694,80,57,88,83,72,74,77,History,English,Digital Marketer,"English, Business Studies"
4695,88,92,59,98,80,98,56,Healthcare,Arts,Graphic Designer,"Arts, Computer"
4696,90,71,99,54,100,79,51,Event Management,Computer,Software Developer,"Computer, Math"
4697,63,73,60,100,71,73,74,Finance,Arts,Fashion Designer,Arts
4698,61,94,51,72,76,51,61,Coding,Science,Engineer,"Math, Computer, Science"
4699,72,79,51,78,87,80,70,History,Computer,Software Developer,"Computer, Math"
4700,87,76,66,77,90,99,89,Robotics,Social,Counselor,"Social Studies, Biology"
4701,76,66,91,66,63,51,62,Coding,English,Journalist,"English, Social Studies"
4702,59,86,74,94,94,88,72,Sports,Arts,Fashion Designer,Arts
4703,67,98,88,86,80,90,51,Sports,Science,Blockchain Developer,"Computer, Math"
4704,83,53,87,58,68,91,64,Finance,Social,Sociologist,Social Studies
4705,82,82,52,92,53,100,69,Sports,Social,Political Scientist,"History, Social Studies"
4706,87,100,85,81,72,77,93,Healthcare,Science,Game Developer,"Computer, Math"
4707,56,74,87,91,51,71,90,History,Arts,Interior Designer,"Arts, Math"
4708,57,54,61,59,75,53,55,Coding,Computer,Doctor,"Biology, Science"
4709,82,73,50,77,87,81,63,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
4710,91,57,96,98,66,96,73,Sports,Arts,Fashion Designer,Arts
4711,56,99,68,73,79,75,61,Event Management,Science,Cybersecurity Analyst,"Computer, Math"
4712,54,95,58,93,90,96,71,Sports,Social,Sociologist,Social Studies
4713,64,66,89,100,51,80,73,Painting,Arts,Animator,"Arts, Computer"
4714,83,73,71,80,51,83,76,Robotics,Math,Doctor,"Biology, Science"
4715,81,92,98,54,69,99,54,Robotics,Social,Counselor,"Social Studies, Biology"
4716,92,52,84,67,75,67,55,Event Management,Math,Software Developer,"Computer, Math"
4717,92,72,99,56,96,94,56,Nature,English,Public Relations Manager,"English, Social Studies"
4718,95,71,57,85,54,66,52,History,Math,Game Developer,"Computer, Math"
4719,70,75,75,63,64,77,89,Painting,PE,Sports Physiotherapist,"PE, Biology"
4720,91,84,67,68,77,73,100,Sports,PE,Athlete,"PE, Biology"
4721,69,67,89,69,58,71,61,Robotics,English,Journalist,"English, Social Studies"
4722,50,89,87,83,53,74,86,Teaching,Science,Cybersecurity Analyst,"Computer, Math"
4723,77,99,78,75,59,51,84,Sports,Science,Cybersecurity Analyst,"Computer, Math"
4724,58,97,50,82,55,61,83,Writing,Science,Game Developer,"Computer, Math"
4725,73,97,66,70,84,84,66,Finance,Science,Cybersecurity Analyst,"Computer, Math"
4726,87,82,54,72,54,50,61,History,Math,Game Developer,"Computer, Math"
4727,74,77,67,50,90,76,93,Writing,PE,Sports Physiotherapist,"PE, Biology"
4728,74,50,99,75,92,75,55,History,English,Digital Marketer,"English, Business Studies"
4729,95,67,98,55,74,55,87,Coding,English,Journalist,"English, Social Studies"
4730,52,71,64,60,65,84,73,Event Management,Social,Counselor,"Social Studies, Biology"
4731,53,58,69,66,76,58,99,Finance,PE,Fitness Entrepreneur,"PE, Business Studies"
4732,89,83,65,58,79,64,78,Nature,Math,Blockchain Developer,"Computer, Math"
4733,64,88,57,100,66,71,80,Healthcare,Arts,Fashion Designer,Arts
4734,85,97,80,56,79,52,100,Robotics,PE,Sports Physiotherapist,"PE, Biology"
4735,89,82,59,54,97,71,59,Nature,Computer,Game Developer,"Computer, Math"
4736,75,54,81,54,55,76,52,History,English,Public Relations Manager,"English, Social Studies"
4737,85,74,77,68,74,97,78,Teaching,Social,Sociologist,Social Studies
4738,91,72,85,66,89,62,79,Leadership,Math,Cybersecurity Analyst,"Computer, Math"
4739,73,51,82,94,83,99,89,Writing,Social,Counselor,"Social Studies, Biology"
4740,74,87,57,93,96,83,89,Healthcare,Computer,Game Developer,"Computer, Math"
4741,70,76,64,81,59,94,88,Healthcare,Social,Sociologist,Social Studies
4742,67,97,82,60,56,89,82,Finance,Science,Blockchain Developer,"Computer, Math"
4743,71,86,86,96,57,65,64,Robotics,Arts,Graphic Designer,"Arts, Computer"
4744,72,83,57,71,73,91,54,Nature,Social,Political Scientist,"History, Social Studies"
4745,87,81,72,92,58,52,58,Healthcare,Arts,Graphic Designer,"Arts, Computer"
4746,91,86,88,86,76,92,87,Event Management,Social,Counselor,"Social Studies, Biology"
4747,83,77,82,94,78,98,90,Finance,Social,Counselor,"Social Studies, Biology"
4748,98,99,100,80,72,67,75,Leadership,English,Public Relations Manager,"English, Social Studies"
4749,99,90,97,94,98,60,82,History,Math,Software Developer,"Computer, Math"
4750,75,84,75,89,75,94,72,Teaching,Social,Political Scientist,"History, Social Studies"
4751,97,51,86,62,70,58,60,Sports,Math,Software Developer,"Computer, Math"
4752,76,88,50,57,60,73,88,Coding,Science,Doctor,"Biology, Science"
4753,72,96,98,93,90,93,92,Leadership,English,Public Relations Manager,"English, Social Studies"
4754,59,56,82,73,63,70,78,Coding,English,Public Relations Manager,"English, Social Studies"
4755,62,50,97,61,85,54,79,Writing,English,Public Relations Manager,"English, Social Studies"
4756,96,85,93,54,60,56,74,Leadership,Math,Blockchain Developer,"Computer, Math"
4757,58,62,85,96,85,77,65,Healthcare,Arts,Fashion Designer,Arts
4758,96,96,84,85,50,100,61,Event Management,Social,Historian,"History, Social Studies"
4759,83,60,80,81,77,95,77,Robotics,Social,Political Scientist,"History, Social Studies"
4760,70,50,90,70,74,59,64,Teaching,English,Public Relations Manager,"English, Social Studies"
4761,61,84,51,75,83,97,91,Robotics,Social,Sociologist,Social Studies
4762,91,55,87,95,85,76,100,Coding,PE,Sports Physiotherapist,"PE, Biology"
4763,63,89,70,66,92,70,61,Painting,Computer,Cybersecurity Analyst,"Computer, Math"
4764,66,64,79,90,94,57,83,Nature,Computer,Blockchain Developer,"Computer, Math"
4765,70,81,69,75,100,58,51,History,Computer,Software Developer,"Computer, Math"
4766,68,87,91,81,60,78,99,Writing,PE,Fitness Entrepreneur,"PE, Business Studies"
4767,86,56,55,56,89,62,100,History,PE,Sports Physiotherapist,"PE, Biology"
